person_id,age_group,gender,personality_type,mood_score,stress_level,hobbies,favorite_game_genre,favorite_music_genre,fear_tolerance,risk_tolerance,humor_preference,openness_score,romance_interest,social_media_hours_per_day,preferred_language,relationship_status,favorite_season,sleep_pattern,education_level,occupation,income_bracket,preferred_streaming_platform,preferred_watch_time,viewing_companion,snack_preference,preferred_device,preferred_movie_length,favorite_movie_era,exercise_frequency,pet_ownership,streaming_subscription_count,travel_frequency,book_reading_frequency,recommended_movie_genre,age_group_encoded,education_level_encoded,income_bracket_encoded,exercise_frequency_encoded,preferred_movie_length_encoded,travel_frequency_encoded,gender_Female,gender_Male,gender_Non-binary,personality_type_Ambivert,personality_type_Extrovert,personality_type_Introvert,favorite_game_genre_Action,favorite_game_genre_Horror/Survival,favorite_game_genre_Nao_Informado,favorite_game_genre_Puzzle,favorite_game_genre_RPG,favorite_game_genre_Racing,favorite_game_genre_Simulation,favorite_game_genre_Sports,favorite_game_genre_Strategy,favorite_music_genre_Classical,favorite_music_genre_Country,favorite_music_genre_EDM,favorite_music_genre_Hip-Hop,favorite_music_genre_Indie,favorite_music_genre_Jazz,favorite_music_genre_Nao_Informado,favorite_music_genre_Pop,favorite_music_genre_Rock,preferred_language_English,preferred_language_French,preferred_language_Hindi,preferred_language_Japanese,preferred_language_Korean,preferred_language_Spanish,relationship_status_Divorced,relationship_status_In a relationship,relationship_status_Married,relationship_status_Single,favorite_season_Autumn,favorite_season_Spring,favorite_season_Summer,favorite_season_Winter,sleep_pattern_Early Bird,sleep_pattern_Irregular,sleep_pattern_Night Owl,occupation_Business/Finance,occupation_Creative/Arts,occupation_Education,occupation_Engineering,occupation_Healthcare,occupation_Homemaker,occupation_Retail/Service,occupation_Retired,occupation_Software/IT,occupation_Student,occupation_Unemployed,preferred_streaming_platform_Amazon Prime,preferred_streaming_platform_Disney+,preferred_streaming_platform_HBO Max,preferred_streaming_platform_Hulu,preferred_streaming_platform_Local Cinema,preferred_streaming_platform_Netflix,preferred_streaming_platform_YouTube,preferred_watch_time_Afternoon,preferred_watch_time_Evening,preferred_watch_time_Late Night,preferred_watch_time_Morning,viewing_companion_Alone,viewing_companion_With Family,viewing_companion_With Friends,viewing_companion_With Kids,viewing_companion_With Partner,snack_preference_Candy/Sweets,snack_preference_Chips,snack_preference_Healthy Snacks,snack_preference_Nachos,snack_preference_No Snacks,snack_preference_Popcorn,preferred_device_Cinema Screen,preferred_device_Laptop,preferred_device_Projector,preferred_device_Smart TV,preferred_device_Smartphone/Tablet,favorite_movie_era_2000s,favorite_movie_era_2010s,favorite_movie_era_2020s and beyond,favorite_movie_era_80s/90s,favorite_movie_era_Classic (pre-1980),pet_ownership_Has Cat,pet_ownership_Has Dog,pet_ownership_Has Other Pet,pet_ownership_Multiple Pets,pet_ownership_No Pets,book_reading_frequency_1-2 books/month,book_reading_frequency_A few books a year,book_reading_frequency_Avid reader (3+ books/month),book_reading_frequency_Never,book_reading_frequency_Weekly reader,recommended_movie_genre_encoded,hobby_Music,hobby_Reading,hobby_Traveling,hobby_Fitness,hobby_Painting/Art,hobby_Gaming,hobby_Writing,hobby_Sports,hobby_Cooking,hobby_Dancing,hobby_Hiking,hobby_Photography,hobby_Gardening,hobby_Watching TV
3221,Teen (13-17),Male,Ambivert,4.5,6.3,"Gaming, Sports",Action,Country,5.1,4.3,7.3,2.6,4.2,3.1,French,In a relationship,Summer,Night Owl,Bachelor's Degree,Engineering,Lower-Middle ($25k-50k),Disney+,Evening,With Family,Popcorn,Laptop,Long (120-160 min),Classic (pre-1980),Rarely,Has Dog,2,Monthly,1-2 books/month,Animation,0.0,2.0,1.0,1.0,2.0,3.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3222,Senior (60+),Male,Introvert,7.4,5.2,"Gardening, Gaming, Reading",Action,Rock,7.3,5.0,7.1,7.2,7.2,1.0,English,In a relationship,Summer,Night Owl,Master's Degree,Software/IT,Upper-Middle ($90k-150k),Netflix,Late Night,With Partner,Nachos,Smartphone/Tablet,Short (<90 min),2020s and beyond,1-2 times/week,Has Dog,2,2-3 times/year,Never,Documentary,4.0,3.0,3.0,2.0,0.0,2.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3223,Young Adult (18-25),Female,Introvert,9.8,8.8,"Reading, Sports",Simulation,Hip-Hop,6.9,3.2,7.4,1.9,4.2,1.4,Hindi,Married,Winter,Early Bird,Vocational/Diploma,Retail/Service,Lower-Middle ($25k-50k),YouTube,Evening,With Kids,Healthy Snacks,Smartphone/Tablet,Long (120-160 min),Classic (pre-1980),1-2 times/week,No Pets,1,Monthly,Weekly reader,Romance,1.0,1.0,1.0,2.0,2.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3224,Adult (26-40),Female,Extrovert,1.0,1.7,"Watching TV, Fitness, Reading",Action,Hip-Hop,2.7,5.3,4.2,4.9,5.4,4.8,Spanish,In a relationship,Spring,Night Owl,High School,Unemployed,Low (<$25k),YouTube,Late Night,With Partner,Nachos,Smartphone/Tablet,Short (<90 min),2000s,1-2 times/week,Has Cat,2,Once a year,A few books a year,Action,2.0,0.0,0.0,2.0,0.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3225,Teen (13-17),Male,Introvert,3.7,7.5,Hiking,Action,Pop,7.8,6.4,7.9,5.8,3.1,1.3,English,Single,Autumn,Night Owl,Bachelor's Degree,Student,Low (<$25k),Amazon Prime,Late Night,With Partner,Popcorn,Smartphone/Tablet,Long (120-160 min),2020s and beyond,Rarely,No Pets,2,Frequently (weekly/biweekly),A few books a year,Animation,0.0,2.0,0.0,1.0,2.0,4.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3226,Adult (26-40),Male,Extrovert,4.9,6.4,"Sports, Cooking, Gardening",Puzzle,Hip-Hop,6.2,1.0,7.9,6.2,3.7,4.4,English,Single,Autumn,Night Owl,Bachelor's Degree,Healthcare,Middle ($50k-90k),Netflix,Late Night,Alone,Popcorn,Laptop,Long (120-160 min),2000s,3-5 times/week,Has Other Pet,2,Once a year,Avid reader (3+ books/month),Comedy,2.0,2.0,2.0,3.0,2.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3227,Young Adult (18-25),Male,Extrovert,4.9,6.6,"Gaming, Writing, Sports",Horror/Survival,Rock,6.4,4.0,4.9,4.6,2.8,1.3,French,Divorced,Spring,Irregular,Vocational/Diploma,Student,Low (<$25k),Netflix,Afternoon,Alone,Healthy Snacks,Smartphone/Tablet,Standard (90-120 min),2020s and beyond,1-2 times/week,Has Cat,2,2-3 times/year,1-2 books/month,Horror,1.0,1.0,0.0,2.0,1.0,2.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0
3228,Adult (26-40),Female,Extrovert,6.6,5.4,"Hiking, Cooking",Action,Indie,5.0,2.2,5.3,1.3,5.2,1.9,Korean,Married,Spring,Early Bird,High School,Education,Low (<$25k),Amazon Prime,Afternoon,With Partner,No Snacks,Smart TV,Standard (90-120 min),2020s and beyond,1-2 times/week,Has Dog,3,2-3 times/year,1-2 books/month,Animation,2.0,0.0,0.0,2.0,1.0,2.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3229,Teen (13-17),Male,Ambivert,6.1,5.4,"Reading, Fitness",Puzzle,Pop,5.4,9.8,5.9,6.0,9.4,3.0,Hindi,In a relationship,Autumn,Early Bird,Master's Degree,Retail/Service,Middle ($50k-90k),HBO Max,Evening,With Friends,Chips,Smart TV,Standard (90-120 min),80s/90s,3-5 times/week,No Pets,4,2-3 times/year,Avid reader (3+ books/month),Action,0.0,3.0,2.0,3.0,1.0,2.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3230,Teen (13-17),Male,Ambivert,7.1,5.0,"Reading, Cooking",Racing,Jazz,4.0,9.5,5.2,4.9,3.2,0.4,Japanese,Single,Winter,Night Owl,PhD,Business/Finance,Low (<$25k),YouTube,Evening,With Family,Candy/Sweets,Smartphone/Tablet,Standard (90-120 min),80s/90s,1-2 times/week,Has Cat,2,Frequently (weekly/biweekly),1-2 books/month,Action,0.0,4.0,0.0,2.0,1.0,4.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3231,Adult (26-40),Female,Extrovert,6.8,7.5,Sports,Action,EDM,4.2,8.3,5.6,5.5,5.6,2.3,English,In a relationship,Winter,Night Owl,Bachelor's Degree,Student,Low (<$25k),HBO Max,Evening,With Friends,Candy/Sweets,Laptop,Standard (90-120 min),2000s,Never,Has Other Pet,2,Frequently (weekly/biweekly),1-2 books/month,Thriller,2.0,2.0,0.0,0.0,1.0,4.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3232,Senior (60+),Female,Extrovert,9.4,5.1,"Sports, Dancing, Photography",Strategy,Classical,3.6,4.4,4.8,6.3,5.8,3.5,English,Single,Spring,Night Owl,Master's Degree,Retail/Service,Low (<$25k),Netflix,Evening,With Family,Nachos,Laptop,Long (120-160 min),2020s and beyond,Never,Has Dog,1,Never,A few books a year,Sci-Fi,4.0,3.0,0.0,0.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3233,Adult (26-40),Female,Introvert,3.9,1.8,Sports,Simulation,Classical,5.9,6.9,5.0,3.8,6.4,2.5,English,In a relationship,Spring,Early Bird,High School,Engineering,Middle ($50k-90k),Local Cinema,Evening,Alone,Chips,Smart TV,Long (120-160 min),2000s,1-2 times/week,No Pets,4,2-3 times/year,Never,Thriller,2.0,0.0,2.0,2.0,2.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3234,Young Adult (18-25),Male,Extrovert,8.3,2.1,"Painting/Art, Watching TV, Gaming",Racing,Pop,2.4,6.0,3.9,4.5,3.9,1.4,Spanish,In a relationship,Summer,Irregular,High School,Student,Middle ($50k-90k),Disney+,Evening,With Friends,No Snacks,Smart TV,Epic (160+ min),2010s,Rarely,Multiple Pets,0,Frequently (weekly/biweekly),Never,Action,1.0,0.0,2.0,1.0,3.0,4.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3235,Young Adult (18-25),Female,Extrovert,4.4,7.3,"Photography, Sports, Traveling",Horror/Survival,Classical,2.0,1.0,4.4,7.6,3.5,5.0,Japanese,Married,Spring,Early Bird,High School,Software/IT,Low (<$25k),Disney+,Afternoon,With Friends,Popcorn,Cinema Screen,Long (120-160 min),2020s and beyond,3-5 times/week,Has Dog,4,Never,Avid reader (3+ books/month),Drama,1.0,0.0,0.0,3.0,2.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3236,Adult (26-40),Male,Extrovert,5.7,4.7,"Fitness, Traveling",Sports,Jazz,6.3,5.9,8.2,3.7,6.5,1.0,French,Married,Autumn,Night Owl,Bachelor's Degree,Healthcare,Low (<$25k),YouTube,Evening,Alone,Chips,Smart TV,Long (120-160 min),2010s,1-2 times/week,No Pets,3,Once a year,Avid reader (3+ books/month),Drama,2.0,2.0,0.0,2.0,2.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3237,Senior (60+),Male,Introvert,4.3,6.3,"Sports, Reading",Puzzle,Country,5.2,7.1,8.2,7.7,3.8,3.2,Korean,Single,Spring,Night Owl,Master's Degree,Unemployed,Lower-Middle ($25k-50k),YouTube,Late Night,With Friends,Popcorn,Smartphone/Tablet,Long (120-160 min),2010s,3-5 times/week,No Pets,3,Never,1-2 books/month,Documentary,4.0,3.0,1.0,3.0,2.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3238,Middle Age (41-60),Female,Ambivert,6.5,5.1,"Fitness, Music, Photography",Puzzle,Rock,4.6,5.8,8.5,6.6,8.8,1.5,French,Divorced,Spring,Night Owl,Master's Degree,Homemaker,Lower-Middle ($25k-50k),Netflix,Late Night,With Kids,Healthy Snacks,Smart TV,Long (120-160 min),2020s and beyond,3-5 times/week,No Pets,1,Never,Never,Romance,3.0,3.0,1.0,3.0,2.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3239,Middle Age (41-60),Female,Introvert,8.4,3.0,"Reading, Photography",Puzzle,Hip-Hop,9.2,3.9,7.6,6.9,8.9,7.5,French,Single,Summer,Irregular,High School,Business/Finance,Lower-Middle ($25k-50k),Netflix,Late Night,Alone,Chips,Smart TV,Short (<90 min),2010s,1-2 times/week,No Pets,2,Never,A few books a year,Documentary,3.0,0.0,1.0,2.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3240,Young Adult (18-25),Non-binary,Extrovert,9.2,4.2,Photography,Simulation,Rock,1.0,6.1,9.4,6.6,1.0,1.5,Spanish,Divorced,Autumn,Early Bird,Bachelor's Degree,Business/Finance,Lower-Middle ($25k-50k),Disney+,Afternoon,Alone,Nachos,Laptop,Long (120-160 min),2020s and beyond,Never,Has Dog,3,Never,1-2 books/month,Horror,1.0,2.0,1.0,0.0,2.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3241,Young Adult (18-25),Female,Introvert,5.7,3.0,Watching TV,Horror/Survival,EDM,6.3,2.2,8.9,6.1,5.0,5.1,Hindi,Single,Autumn,Early Bird,Bachelor's Degree,Retail/Service,Low (<$25k),YouTube,Afternoon,With Friends,Candy/Sweets,Laptop,Standard (90-120 min),2010s,Never,No Pets,3,Once a year,A few books a year,Animation,1.0,2.0,0.0,0.0,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3242,Adult (26-40),Female,Extrovert,6.4,4.3,Fitness,RPG,Jazz,8.4,9.0,4.9,1.5,5.7,5.3,English,Married,Summer,Early Bird,PhD,Student,Upper-Middle ($90k-150k),Hulu,Afternoon,Alone,Popcorn,Cinema Screen,Standard (90-120 min),2020s and beyond,3-5 times/week,No Pets,5,Once a year,1-2 books/month,Action,2.0,4.0,3.0,3.0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3243,Adult (26-40),Male,Extrovert,7.2,4.3,Fitness,RPG,Indie,4.5,3.1,5.6,6.7,6.4,0.7,Korean,Married,Winter,Night Owl,Master's Degree,Student,Middle ($50k-90k),Netflix,Afternoon,With Friends,No Snacks,Smart TV,Epic (160+ min),Classic (pre-1980),3-5 times/week,Has Cat,3,Never,Never,Romance,2.0,3.0,2.0,3.0,3.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3244,Teen (13-17),Female,Extrovert,5.4,7.4,"Reading, Watching TV, Music",Horror/Survival,Nao_Informado,1.5,6.4,1.0,1.0,1.8,1.3,Spanish,In a relationship,Spring,Night Owl,High School,Retail/Service,Middle ($50k-90k),Netflix,Late Night,With Kids,Popcorn,Smartphone/Tablet,Epic (160+ min),2020s and beyond,Daily,No Pets,3,Once a year,Never,Horror,0.0,0.0,2.0,4.0,3.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3245,Teen (13-17),Female,Introvert,4.6,4.6,"Fitness, Sports",Puzzle,Hip-Hop,2.3,5.0,6.4,2.9,2.8,1.9,English,Divorced,Summer,Irregular,High School,Student,Middle ($50k-90k),Netflix,Evening,With Family,Popcorn,Smart TV,Long (120-160 min),2020s and beyond,Daily,Has Other Pet,4,Frequently (weekly/biweekly),A few books a year,Comedy,0.0,0.0,2.0,4.0,2.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3246,Adult (26-40),Female,Ambivert,1.5,2.1,"Sports, Photography, Cooking",Action,Hip-Hop,4.0,5.5,8.0,3.5,8.4,2.8,English,In a relationship,Winter,Irregular,Vocational/Diploma,Creative/Arts,Middle ($50k-90k),YouTube,Afternoon,With Partner,Popcorn,Smart TV,Short (<90 min),2010s,Daily,Has Cat,1,Once a year,Weekly reader,Action,2.0,1.0,2.0,4.0,0.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3247,Middle Age (41-60),Male,Introvert,7.3,3.2,"Painting/Art, Music",RPG,Rock,4.1,6.0,1.0,1.7,5.7,1.9,English,Divorced,Winter,Night Owl,Bachelor's Degree,Business/Finance,Lower-Middle ($25k-50k),Hulu,Late Night,Alone,No Snacks,Laptop,Short (<90 min),Classic (pre-1980),3-5 times/week,No Pets,5,Once a year,1-2 books/month,Horror,3.0,2.0,1.0,3.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3248,Middle Age (41-60),Female,Extrovert,9.3,7.7,"Reading, Sports",Nao_Informado,Classical,5.4,5.3,4.7,4.1,7.4,0.1,French,Single,Winter,Early Bird,High School,Homemaker,Low (<$25k),Local Cinema,Morning,With Partner,Chips,Smartphone/Tablet,Short (<90 min),2000s,Rarely,No Pets,3,2-3 times/year,Never,Romance,3.0,0.0,0.0,1.0,0.0,2.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0
